,ID,img_link,Name,price,region,description,use,gearbox,mileage,town,Region,Year_of_manufacture,CC
69,69,https://pictures-kenya.jijistatic.com/22177348_MzAwLTIyNS1mNGQ0NDhkZjll.webp,Mazda Axela 2015 Other,1400000," Mombasa, Mombasa CBD", rimsfog lightnew tyres2015low mileageon hire purchase deposit 800 balance 12 monthscall...,Foreign Used,Automatic,60000, Mombasa CBD, Mombasa,2015,Not specified
70,70,https://pictures-kenya.jijistatic.com/21088222_MzAwLTIyNS1hN2E5NDkyZDFl.webp,Mazda Axela 2015 Gray,1400000," Mombasa, Shimanzi",New shape mazda axela saloon we sell on cash hirepurchase and bank finance for hirepurchase we take...,Foreign Used,Automatic,0, Shimanzi, Mombasa,2015,Not specified
71,71,https://pictures-kenya.jijistatic.com/31940434_MzAwLTIyNS1mZjU1MTg1MzEz.webp,Mazda Axela 2015 Black,1450000," Mombasa, Ganjoni","Clean mazda axela on sale,price ksh 1.450mcash,hire purchase,tradein or bank financing...",Foreign Used,Automatic,63125, Ganjoni, Mombasa,2015,Not specified
72,72,https://pictures-kenya.jijistatic.com/26739655_MzAwLTIyNS1mOGYzMTAyMTgx.webp,Mazda Axela 2015 Pearl,1450000," Mombasa, Mombasa CBD",Mazda axela new shape saloon car fully loaded car with low mileage new number,Foreign Used,Automatic,45723, Mombasa CBD, Mombasa,2015,Not specified
73,73,https://pictures-kenya.jijistatic.com/30555132_MzAwLTIyNS1hZWIxNTZiZDNm.webp,Mazda Axela 2014 SV Premium,1600000," Mombasa, Mombasa CBD",1500ccdiesel enginered exteriordark interior,Foreign Used,Automatic,48000, Mombasa CBD, Mombasa,2014,1500cc
74,74,https://pictures-kenya.jijistatic.com/21435490_MzAwLTQwMC02MTc3ODAyOWQy.webp,Mazda Axela 2015 Silver,1450000," Mombasa, Ganjoni",2015low mileage call for more information,Foreign Used,Automatic,80000, Ganjoni, Mombasa,2015,Not specified
75,75,https://pictures-kenya.jijistatic.com/19948462_MzAwLTMwMC04ODk5ZmVkNDll.webp,Mazda Axela 2014 Blue,1400000," Mombasa, Mombasa CBD","New shape new arrival navy blue colour. with all colours available in our showrooms, select today a...",Foreign Used,Automatic,110000, Mombasa CBD, Mombasa,2014,Not specified
76,76,https://pictures-kenya.jijistatic.com/35115568_MzAwLTIyNS1iZTVmMTRjYjIz.webp,Mazda Axela 2013 Gray,930000," Nairobi, Mombasa Road",Mazda Axela2013 model1500ccPeteolAlloy rimsWind breakersGrey colorSide mirror blinkers,Kenyan Used,Automatic,106000, Mombasa Road, Nairobi,2013,1500cc
77,77,https://pictures-kenya.jijistatic.com/35115683_MzAwLTIyNS1hZWQwZDBiYzA3.webp,Mazda Axela 2013 Gray,930000," Nairobi, Langata",Mazda Axela2013 model1500ccAutomatic transmission Dark interior Alloy rimsWind breakersGrey...,Kenyan Used,Automatic,0, Langata, Nairobi,2013,1500cc
78,78,https://pictures-kenya.jijistatic.com/34883308_MzAwLTE5OC0zZjQzMzg4MmEz.webp,Mazda Axela 2008 White,620000," Nairobi, Mombasa Road",Mazda axela Year 20081500 cc,Kenyan Used,Automatic,0, Mombasa Road, Nairobi,2008,Not specified
80,79,https://pictures-kenya.jijistatic.com/35071768_MzAwLTQwMC1jNGM3OWNiM2Fk.webp,Mazda Axela 2015 Pearl,1600000," Mombasa, Mombasa CBD",Mazda axelafully loaded,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2015,Not specified
81,80,https://pictures-kenya.jijistatic.com/34834229_MzAwLTIyNS1iMTZlZDFjZTdi.webp,Mazda Axela 2015 Black,1750000," Nairobi, Kilimani",Yr 20151990ccLeather seats Power seats Emergency braking Lane assist Camera,Foreign Used,Automatic,85000, Kilimani, Nairobi,2015,1990cc
82,81,https://pictures-kenya.jijistatic.com/18949507_MzAwLTE0Mi02YWZjZDgwMjY5.webp,Mazda Axela 2014 White,1450000," Mombasa, Mombasa CBD",Mazda axela new shape 2014 model car fully loaded with low mileage,Foreign Used,Automatic,52133, Mombasa CBD, Mombasa,2014,Not specified
83,82,https://pictures-kenya.jijistatic.com/32968958_MzAwLTIyNS1mOGNjYjhjMWY2.webp,Mazda Axela 2015 Red,1790000," Nairobi, South C","Mazda Axela SPORTS with *SUNROOF* .Wine Red. 2,200cc. 2015 ",Foreign Used,Automatic,70000, South C, Nairobi,2015,Not specified
84,83,https://pictures-kenya.jijistatic.com/27060160_MzAwLTIyNS1hNDRkMDJjMjc5.webp,Mazda Axela 2015 Pink,1500000," Mombasa, Mombasa CBD",Mazda Axela... saloon... 1500cc... Great colour... ,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2015,1500cc
85,84,https://pictures-kenya.jijistatic.com/34724616_MzAwLTIyNS00ZmRhNDg4OWI3.webp,Mazda Axela 2015 Matt Black,1600000," Mombasa, Mombasa CBD",Mazda axelafully loadedcash and HP,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2015,Not specified
86,85,https://pictures-kenya.jijistatic.com/26287479_MzAwLTIyNS00MDY4MDc0Mzk0.webp,Mazda Axela 2014 White,1400000," Mombasa, Mombasa CBD",MAZDA AXELA SALOON..WE ACCEPT HIRE PURCHASE (MALIPO YA POLE POLE)...,Foreign Used,Automatic,74368, Mombasa CBD, Mombasa,2014,Not specified
87,86,https://pictures-kenya.jijistatic.com/31898453_MzAwLTIyNS00MzA4NDJiYTg2LTE.webp,Mazda Axela 2015 Black,1620000," Nairobi, Kilimani",Mazda axela 2015 black color with alloys petrol 1500cc new registration from japan,Foreign Used,Automatic,60500, Kilimani, Nairobi,2015,1500cc
88,87,https://pictures-kenya.jijistatic.com/22176378_MzAwLTIyNS02Y2Q5OTQzNzVh.webp,Mazda Axela 2015 Gray,1390000," Mombasa, Mombasa CBD",2014gold in colour low mileage6 speedoriginal rims  700 deposit on hire purchase free food...,Foreign Used,Automatic,68000, Mombasa CBD, Mombasa,2015,Not specified
89,88,https://pictures-kenya.jijistatic.com/21274213_MzAwLTMwMC0zMWM5MTUyNGIyLTI.webp,Mazda Axela 2014 White,1400000," Mombasa, Mombasa CBD",Mazda axela onsaleyom 2014autopetrolfully loadedasking price cash price slightly negotiable call...,Foreign Used,Automatic,89123, Mombasa CBD, Mombasa,2014,Not specified
90,89,https://pictures-kenya.jijistatic.com/33452163_MzAwLTE2OC0yZGQ4YzFlNDVk.webp,Mazda Axela 2015 Gray,1650000," Nairobi, Ridgeways","New arrivals mazda axela petrol 1500cc,sedan ... come view n drive its tha best of your choice... ",Foreign Used,Automatic,79800, Ridgeways, Nairobi,2015,1500cc
91,90,https://pictures-kenya.jijistatic.com/33377432_MzAwLTIyNS0zOWVkYWFkNmE4.webp,Mazda Axela 2015 Black,1500000," Mombasa, Mombasa CBD",Mazda axela hatchbackfully equippedPetrol,Kenyan Used,Automatic,0, Mombasa CBD, Mombasa,2015,Not specified
92,91,https://pictures-kenya.jijistatic.com/32485960_MzAwLTIyNS0zZDMyZjhmMzYz.webp,Mazda Axela 2015 Brown,1500000," Mombasa, Mvita",Mazda Axela ManualIn great conditionFinance accepted,Foreign Used,Manual,50750, Mvita, Mombasa,2015,Not specified
93,92,https://pictures-kenya.jijistatic.com/32550598_MzAwLTIyNS1iY2Q1NGE3ZDhh.webp,Mazda Axela 2015 Red,1500000," Mombasa, Mombasa CBD",automatic transmission red in colourpetrol engine 5 seatereco technology grey seatshire...,Foreign Used,Automatic,149569, Mombasa CBD, Mombasa,2015,Not specified
94,93,https://pictures-kenya.jijistatic.com/34948291_MzAwLTIyNS02YjgwYTg5MDVl.webp,Mazda Axela 2015 Blue,1200000," Mombasa, Mombasa CBD",Diff lockscargo coverwinker lights,Foreign Used,Automatic,80000, Mombasa CBD, Mombasa,2015,Not specified
95,94,https://pictures-kenya.jijistatic.com/26670235_MzAwLTIyNS1lZTZmYWJkMjA5.webp,Mazda Axela 2014 Blue,1500000," Mombasa, Mombasa CBD",Mazda axela... 2014 model... we accept hire purchase (malipo ya pole pole)... ,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2014,Not specified
96,95,https://pictures-kenya.jijistatic.com/33774088_MzAwLTIyNS0xNWZhOTA1ODky.webp,Mazda Axela 2015 Gray,1650000," Nairobi, Kilimani",Mazda Axela :: Year 2015 :: Petrol :: 1500cc :: Premium cloth Interior :: Steering Controls Cash...,Foreign Used,Automatic,0, Kilimani, Nairobi,2015,1500cc
97,96,https://pictures-kenya.jijistatic.com/34788694_MzAwLTIyNS0xMzAwODg3NTRh.webp,Mazda Axela 2015 Blue,1650000," Mombasa, Mombasa CBD",New shape Axelapetrol engine1500ccXenon headlightsdouble steering wheel buttonsfog lightsdvd...,Foreign Used,Automatic,155004, Mombasa CBD, Mombasa,2015,1500cc
98,97,https://pictures-kenya.jijistatic.com/34770018_MzAwLTIyNS0wOGEzMTJkYTk1.webp,Mazda Axela 2015 Silver,1570000," Nairobi, Kilimani",Mazda Axela :: Year 2015 :: 1500cc :: Petrol ::,Foreign Used,Automatic,0, Kilimani, Nairobi,2015,1500cc
99,98,https://pictures-kenya.jijistatic.com/23283310_MzAwLTIyNS04M2RiMmMyNDlh.webp,Mazda Axela 2014 White,1430000," Mombasa, Mombasa CBD","Mazda axela 2014 model,1500cc petrol, mileage 58k,price 1.430m",Foreign Used,Automatic,58000, Mombasa CBD, Mombasa,2014,1500cc
100,99,https://pictures-kenya.jijistatic.com/34742327_MzAwLTIyMi1hYWRiNTFmMTc4.webp,Mazda Axela 2015 Red,1600000," Nairobi, Ridgeways",Mazda Axela 2016 model //1500cc skyactive //Auto Petro //winered //fully loaded,Foreign Used,Automatic,75000, Ridgeways, Nairobi,2015,1500cc
101,100,https://pictures-kenya.jijistatic.com/20715223_MzAwLTI0Ny1jOWZkM2YwMmMy.webp,Mazda Axela 2014 Gray,1400000," Mombasa, Ganjoni", 2015brownnew numberon hire purchase balance 12 monthscall,Foreign Used,Automatic,75448, Ganjoni, Mombasa,2014,Not specified
102,101,https://pictures-kenya.jijistatic.com/26223667_MzAwLTIyNS1kN2VjZjFmNzM3.webp,Mazda Axela 2014 Pearl,1550000," Mombasa, Mombasa CBD",Axela sallon. full loaded. low mileage. 2014 UNREGISTERED ( KDE* ),Foreign Used,Automatic,76000, Mombasa CBD, Mombasa,2014,Not specified
103,102,https://pictures-kenya.jijistatic.com/27232395_MzAwLTIyNS1mZWNiOTNiMjNj.webp,Mazda Axela 2014 Red,1500000," Mombasa, Mombasa CBD",Mazda Axela salonFully loadedFitted alloy rimsFog lightsReverse cameraMalipo Mos Mos accepted,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2014,Not specified
104,103,https://pictures-kenya.jijistatic.com/31681508_MzAwLTIyNS1hZTY0MTExNzk1.webp,Mazda Axela 2015 Black,1500000," Mombasa, Mvita","Mazda Axela hatchback black colour 2000cc engine capacity very clean and fully loaded with spoiler,...",Foreign Used,Automatic,89000, Mvita, Mombasa,2015,2000cc
105,104,https://pictures-kenya.jijistatic.com/28115382_MzAwLTIyNS1lYjQwNjVkODBj.webp,Mazda Axela 2014 SV Premium White,1450000," Mombasa, Mombasa CBD",Mazda axela 2014 Petrol auto fully loaded clean with no faultcall us now for the best deal.,Foreign Used,Automatic,74000, Mombasa CBD, Mombasa,2014,Not specified
106,105,https://pictures-kenya.jijistatic.com/33942043_MzAwLTQwMC1jZTBhMzQ1OGE4.webp,Mazda Axela 2015 Pearl,1530000," Nairobi, Kilimani",Mazda axela2015Petrol 1500cc,Foreign Used,Automatic,87000, Kilimani, Nairobi,2015,1500cc
107,106,https://pictures-kenya.jijistatic.com/33905041_MzAwLTEzNS1lNjc1MWNjMWE0.webp,Mazda Axela 2015 Red,1680000," Nairobi, Nairobi Central","MAZDA AXELA hatchback2015 model // Rating 1500ccfresh importbank, sacco finance accepted",Foreign Used,Automatic,130000, Nairobi Central, Nairobi,2015,1500cc
108,107,https://pictures-kenya.jijistatic.com/27045147_MzAwLTIyNS05MzBhZjk1YTRi.webp,Mazda Axela 2014 Matt Black,1430000," Mombasa, Mombasa CBD",We accept hire purchase... Mazda axela sports... No guarantors... No bank statement... ,Foreign Used,Automatic,63210, Mombasa CBD, Mombasa,2014,Not specified
109,108,https://pictures-kenya.jijistatic.com/34709194_MzAwLTIyNS03M2E4OGFlZDJm.webp,Mazda Axela 2015 Gray,1500000," Mombasa, Mombasa CBD",Mazda axela hatchback new shape very clean car and low mileage,Foreign Used,Automatic,65231, Mombasa CBD, Mombasa,2015,Not specified
110,109,https://pictures-kenya.jijistatic.com/21228145_MzAwLTIyNS04N2ViYjdhYTdm.webp,Mazda Axela 2015 Gray,1400000," Mombasa, Mombasa CBD","Loaded with alloy rims, navigation system, central locking system, automatic doors and windows",Foreign Used,Automatic,68866, Mombasa CBD, Mombasa,2015,Not specified
111,110,https://pictures-kenya.jijistatic.com/21435616_MzAwLTIyNS03OGM4ZmNlMWVi.webp,Mazda Axela 2015 Gray,1400000," Mombasa, Ganjoni",Cash 1.42015low mileage call ,Foreign Used,Automatic,70000, Ganjoni, Mombasa,2015,Not specified
112,111,https://pictures-kenya.jijistatic.com/32000749_MzAwLTIyNS0xMzM0MDRhNjk3.webp,Mazda Axela 2014 SV Premium White,1400000," Mombasa, Mombasa CBD",Mazda axela sedan 2014fully loaded,Foreign Used,Automatic,212890, Mombasa CBD, Mombasa,2014,Not specified
113,112,https://pictures-kenya.jijistatic.com/20519663_MzAwLTIyNS01N2I1ZjJkMzUx.webp,Mazda Axela 2014 Blue,1400000," Mombasa, Mvita",Mazda axela new shape skyactive technology,Foreign Used,Automatic,85636, Mvita, Mombasa,2014,Not specified
114,113,https://pictures-kenya.jijistatic.com/30659873_MzAwLTIyNS03MjhiNTZlNzhh.webp,Mazda Axela SV Premium 2014 Blue,1550000," Mombasa, Mombasa CBD",Mazda axelafully equipped cash and Hire purchase up 18 months for balance contact us now,Foreign Used,Automatic,73249, Mombasa CBD, Mombasa,2014,Not specified
115,114,https://pictures-kenya.jijistatic.com/26630188_MzAwLTE2OS1lYWM1YTFlNjQ5.webp,Mazda Axela 2014 Red,1360000," Nairobi, Kilimani",Mazda Axela20141600ccNew Arrival,Foreign Used,Automatic,145078, Kilimani, Nairobi,2014,1600cc
116,115,https://pictures-kenya.jijistatic.com/33581658_MzAwLTIyNS00OTI2MjhiYmQ0.webp,Mazda Axela 2015 Burgandy,1550000," Mombasa, Mombasa CBD",Mazda axelafully loadedcash and HPnew registration,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2015,Not specified
117,116,https://pictures-kenya.jijistatic.com/22873834_MzAwLTIyNS00ZDk1YTBkMGMz.webp,Mazda Axela 2014 Red,1480000," Mombasa, Mombasa CBD","Mazda axela 2014 model,1500cc petrol, mileage58k,price negotiable",Foreign Used,Automatic,58000, Mombasa CBD, Mombasa,2014,1500cc
118,117,https://pictures-kenya.jijistatic.com/26237275_MzAwLTIyNS1iYjllNDdiMjg5LTE.webp,Mazda Axela 2014 Gray,1450000," Mombasa, Mombasa CBD","Mazda axela newshape ,low mileage car ,good price ,fullyloaded car ,foglights, xenon headlights,...",Foreign Used,Automatic,95000, Mombasa CBD, Mombasa,2014,Not specified
119,118,https://pictures-kenya.jijistatic.com/21024290_MzAwLTIyNS1iZGVmOTRiZjc0.webp,Mazda Axela 2015 Silver,1580000," Mombasa, Mombasa CBD",We are located in mombasa mazda axela new shape,Foreign Used,Automatic,83000, Mombasa CBD, Mombasa,2015,Not specified
120,119,https://pictures-kenya.jijistatic.com/32468656_MzAwLTIyNS02NzAyNGRiODE0.webp,Mazda Axela 2015 Blue,1600000," Mombasa, Mvita",Mazda axela 2015 modelfully loaded with low mileage,Foreign Used,Automatic,54000, Mvita, Mombasa,2015,Not specified
121,120,https://pictures-kenya.jijistatic.com/32017892_MzAwLTIyNS0xYzdlZGNlOTk2.webp,Mazda Axela 2014 SV Premium Black,1550000," Mombasa, Mombasa CBD",Mazda axela 2014blackalloy wheelsfog lights,Foreign Used,Automatic,157192, Mombasa CBD, Mombasa,2014,Not specified
122,121,https://pictures-kenya.jijistatic.com/28624942_MzAwLTIyNS1jNzg2OGViZjM3.webp,Mazda Axela 2014 Silver,1350000," Mombasa, Mombasa CBD",Mazda AxelaFully loadedFitted alloyFog lightsReverse cameraLow mileageMalipo pole pole...,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2014,Not specified
123,122,https://pictures-kenya.jijistatic.com/22393944_MzAwLTIwMC1mMjgzMjczOGY0.webp,Mazda Axela 2014 Gray,1550000," Nairobi, Ridgeways","Mazda axela2014,1500ccmulti-functional steering wheel key-less entryreverse cameratraction...",Foreign Used,Automatic,76212, Ridgeways, Nairobi,2014,1500cc
124,123,https://pictures-kenya.jijistatic.com/32708476_MzAwLTE4OS1mOWJmMGY2MDY0LTE.webp,Mazda Axela SV Premium 2014 Pearl,1420000," Nairobi, Ridgeways","Mazda axela sedan:- 2014 model, 1500cc,",Foreign Used,Automatic,0, Ridgeways, Nairobi,2014,1500cc
125,124,https://pictures-kenya.jijistatic.com/26409597_MzAwLTI4NS0yYzgyMTYyODU0.webp,Mazda Axela 2014 Black,1500000," Mombasa, Mombasa CBD",Mazda Axela hatchback... sports car... We accept hire purchase (malipo ya pole pole)...,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2014,Not specified
126,125,https://pictures-kenya.jijistatic.com/33262259_MzAwLTIyNS0xOTE0MGVhMzIz.webp,Mazda Axela 2015 Blue,1600000," Mombasa, Mvita",mazda axela  Unregistered 2015 modellow mileage no fault,Foreign Used,Automatic,64000, Mvita, Mombasa,2015,Not specified
127,126,https://pictures-kenya.jijistatic.com/24496068_MzAwLTIyNS1kMjk3MmM3ZDA0.webp,Mazda Axela 2014 Red,1350000," Mombasa, Mvita",Mazda axela hatchback petrol engine 1500cc engine capacity 2014 model year of manufacture maroon...,Foreign Used,Automatic,86000, Mvita, Mombasa,2014,1500cc
128,127,https://pictures-kenya.jijistatic.com/30721288_MzAwLTMwMC05OWE2OTAxNmY0.webp,Mazda Axela 2014 SV Premium Silver,1450000," Mombasa, Mombasa CBD",diesel engineautomatic transmission fog lights new shape5 seaterhigher purchase...,Foreign Used,Automatic,118000, Mombasa CBD, Mombasa,2014,Not specified
129,128,https://pictures-kenya.jijistatic.com/8348125_img-20200425-130705-2_300x225.webp,Mazda Axela 2013 Purple,1300000," Mombasa, Mvita",Mazda axela latest modelfully loadedsuperb interior hire purchase available,Foreign Used,Automatic,42850, Mvita, Mombasa,2013,Not specified
130,129,https://pictures-kenya.jijistatic.com/34290653_MzAwLTIyNS04ZmFmNDc4YTRj.webp,Mazda Axela 2014 Silver,1450000," Nairobi, Ridgeways",Mazda axela hatchback(MANUAL TRANSMISSION) silver colour 2014 model 1500cc,Foreign Used,Manual,0, Ridgeways, Nairobi,2014,1500cc
131,130,https://pictures-kenya.jijistatic.com/25965716_MzAwLTEzNS0zOWM0NDk2ZGQy.webp,Mazda Axela 2014 Red,1450000," Nairobi, Runda",Super clean Mazda Axela 2014 on sale,Foreign Used,Automatic,140000, Runda, Nairobi,2014,Not specified
132,131,https://pictures-kenya.jijistatic.com/19510901_MzAwLTE2OS01YWRkMzJjYjk5.webp,Mazda Axela 2014,1400000," Mombasa, Ganjoni",Beautiful red axela 2014on hire purchase then balance spread for 12 months call mombasa,Foreign Used,Automatic,56325, Ganjoni, Mombasa,2014,Not specified
133,132,https://pictures-kenya.jijistatic.com/18026733_img-20210311-124532-547_300x225.webp,Mazda Axela 2014 Gray,1500000," Mombasa, Ganjoni",New unit new shapemazda axela,Foreign Used,Automatic,86563, Ganjoni, Mombasa,2014,Not specified
134,133,https://pictures-kenya.jijistatic.com/28589946_MzAwLTIyNS0wZGRiNzIyMDA4.webp,Mazda Axela 2014 SV Premium Red,1500000," Mombasa, Mombasa CBD",mazda axela 2014 model 2000ccelegant looksaloonhas many extras unlimited packagecall us now,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2014,2000cc
135,134,https://pictures-kenya.jijistatic.com/21980565_MzAwLTMwMC1kODk0ODY0ZTM2.webp,Mazda Axela 2014,1599999," Mombasa, Mombasa CBD",Mazda axela new shape hatchback dark dky blue. 2014 model.,Foreign Used,Automatic,98000, Mombasa CBD, Mombasa,2014,Not specified
136,135,https://pictures-kenya.jijistatic.com/20147027_MzAwLTMwMC01YzJlODRmMWVl.webp,Mazda Axela 2014 Gray,1400000," Mombasa, Mombasa CBD",Maxda axela hatchback.manual transmission. fully loaded,Foreign Used,Automatic,94000, Mombasa CBD, Mombasa,2014,Not specified
137,136,https://pictures-kenya.jijistatic.com/34119254_MzAwLTQwMC05MmYyZGFjMjZk.webp,Mazda Axela 2013 Red,1290000," Mombasa, Mombasa CBD",Mazda axela in good condition,Kenyan Used,Automatic,108000, Mombasa CBD, Mombasa,2013,Not specified
138,137,https://pictures-kenya.jijistatic.com/26469582_MzAwLTIyNS1iYjhhMzViOTY5LTE.webp,Mazda Axela 2013 Black,1490000," Nairobi, Ridgeways",Mazda axela2000ccyr2013very cleanBuy and drive,Foreign Used,Automatic,115280, Ridgeways, Nairobi,2013,2000cc
139,138,https://pictures-kenya.jijistatic.com/34599299_MzAwLTIyNS0zYTgwMWUxOTI5.webp,Mazda Axela 2015 Black,1600000," Mombasa, Mombasa CBD",Mazda Axelanew numberfully loadedalloy wheelsetccash and HP,Foreign Used,Automatic,0, Mombasa CBD, Mombasa,2015,Not specified
140,139,https://pictures-kenya.jijistatic.com/26888296_MzAwLTIyNS04Y2VhMjY3ZmEwLTE.webp,Mazda Axela 2015 Blue,1590000," Nairobi, Kilimani",Mazda axela 2014 fully loaded with cruse control,Foreign Used,Automatic,68000, Kilimani, Nairobi,2015,Not specified
141,140,https://pictures-kenya.jijistatic.com/30118869_MzAwLTIyNS00NmJlMWM2MjE1.webp,Mazda Axela 2014 SV Premium Gray,1550000," Mombasa, Mombasa CBD","Mazda axela sports skyactive,2014 model,push start engine,auto diesel,alloy rims, DVD ,sunroof,etc",Foreign Used,Automatic,71000, Mombasa CBD, Mombasa,2014,Not specified
142,141,https://pictures-kenya.jijistatic.com/24837623_MzAwLTIyNS00MzNjOTA4MWI1.webp,Mazda Axela 2015 Red,1450000," Mombasa, Mvita",Honda axela new model 2014low mileagelow conceptionfully loaded,Foreign Used,Automatic,27000, Mvita, Mombasa,2015,Not specified
143,142,https://pictures-kenya.jijistatic.com/33873997_MzAwLTIyMy0wOTAyNmZmMzRi.webp,Mazda Axela 2015 White,1700000," Nairobi, Nairobi Central",2015 Mazda Axela 1500cc SkyActivDeposit fromfor Business counterparts and clear the balance...,Foreign Used,Automatic,0, Nairobi Central, Nairobi,2015,1500cc
144,143,https://pictures-kenya.jijistatic.com/34716979_MzAwLTIyNS02OThmYmZiOWU5.webp,Mazda Axela 2015 Red,1450000," Mombasa, Mombasa CBD",Redwine axela 2015 in good condition,Foreign Used,Automatic,107000, Mombasa CBD, Mombasa,2015,Not specified
145,144,https://pictures-kenya.jijistatic.com/33939730_MzAwLTE5MC03MTJhMjI4Y2Ez.webp,Mazda Axela 2014 Black,1630000," Nairobi, Ridgeways",2014 Mazda Axela1500cc Petrol PoweredDark fabric seatsPush to startkeyless entry,Foreign Used,Automatic,87000, Ridgeways, Nairobi,2014,1500cc
146,145,https://pictures-kenya.jijistatic.com/28111613_MzAwLTIyNS1hMzg5MmFlZjhh.webp,Mazda Axela 2014 Blue,1300000," Mombasa, Mombasa CBD","Mazda axela 2014 manual petrol 1500cc,fully  loaded freshly imported from Japan malipo pole pole...",Foreign Used,Automatic,78000, Mombasa CBD, Mombasa,2014,1500cc
147,146,https://pictures-kenya.jijistatic.com/22769152_MzAwLTIyNS00Njk3ZWVlNTA1.webp,Mazda Axela 2014 White,1380000," Mombasa, Mombasa CBD",2014 mazda axela for salefully loaded clean unit payment plan available50%-60% depositbal in...,Foreign Used,Automatic,72000, Mombasa CBD, Mombasa,2014,Not specified
