,img_link,Name,price,region,description,use,gearbox,mileage
0,https://pictures-kenya.jijistatic.com/31819861_MzAwLTIyNS03YWJjOTRlYzIz.webp,Mazda Axela 2014 SV Premium White,"KSh 1,450,000"," Nairobi, Runda","2014 Mazda Axela1500ccAutomaticPetrol Steering controls Fog lights1,450,000/=",Foreign Used,Automatic,
1,https://pictures-kenya.jijistatic.com/28723044_MzAwLTMwMC1mNzI4YWFiZWM0.webp,Mazda Axela 2010 White,"KSh 795,000"," Nairobi, Donholm",Original paint Totally accident free. clean neat and smart interior. Tip top suspensionbuy and...,Kenyan Used,Automatic,
2,https://pictures-kenya.jijistatic.com/32300400_MzAwLTIyNS0yODZmOTRiOGJm.webp,Mazda Axela 2015 Gray,"KSh 1,600,000"," Mombasa, Mombasa CBD","Manual trans,fully loaded",Foreign Used,Manual,85000km
3,https://pictures-kenya.jijistatic.com/34488388_MzAwLTQwMC1hZWRiMzQxMTZj.webp,Mazda Axela 2013 Gray,"KSh 820,000"," Nairobi, Kasarani",Mazda Axela Yom 2013Mileage116k1500ccAutomatic transmission ,Kenyan Used,Automatic,95000km
4,https://pictures-kenya.jijistatic.com/32841183_MzAwLTIyNS1lM2E3NmJlOWMw.webp,Mazda Axela SV Premium 2014 White,"KSh 1,300,000"," Nairobi, Kasarani","Mazda Axela 2014,Diesel Turbo charged Engine,2200CC, Sunroof,Bose Music System, Seat Heaters,Rear...",Kenyan Used,Automatic,
5,https://pictures-kenya.jijistatic.com/30622829_MzAwLTIyNS03NjE5NGJkMzcx.webp,Mazda Axela 2014 SV Premium Gray,"KSh 1,350,000"," Mombasa, Mombasa CBD",1500 ccautomatic transmissiondark grey exterior colour,Foreign Used,Automatic,95000km
6,https://pictures-kenya.jijistatic.com/31721686_MzAwLTIyNS1lY2I2Y2ViYWJh.webp,Mazda Axela 2014 SV Premium White,"KSh 1,380,000"," Mombasa, Mombasa CBD",Pearl white exteriordiesel engine 5 seatercomfy interior dark seatshire purchase accepted bank...,Foreign Used,Automatic,
7,https://pictures-kenya.jijistatic.com/19510810_MzAwLTIzNi0yNmIzZDdhMGZk.webp,Mazda Axela 2014 Brown,"KSh 1,400,000"," Mombasa, Ganjoni",Mazda axela gold in colourunregistered cash 1.4fully loaded call mombasa,Foreign Used,Automatic,89653km
8,https://pictures-kenya.jijistatic.com/19517315_MzAwLTMwMC03NDk4OWZlN2Qz.webp,Mazda Axela 2014 Blue,"KSh 1,400,000"," Mombasa, Ganjoni",Best deal of mazda axela 2014new number we accept both cash and hire purchase  call me mombasa,Foreign Used,Automatic,56324km
9,https://pictures-kenya.jijistatic.com/27708003_MzAwLTIyNS0wZjVmNzI5YThm.webp,Mazda Axela 2014 SV Premium Red,"KSh 1,400,000"," Mombasa, Mombasa CBD",Mazda axela 20145 seater fogsalloys new shape,Foreign Used,Automatic,88000km
10,https://pictures-kenya.jijistatic.com/34773495_MzAwLTIyNS0wMjgxNDY3OTFh.webp,Mazda Axela SV Premium 2014 Gray,"KSh 1,800,000"," Kiambu, Kiambu / Kiambu ",Brand NewMazda Axela2014 Model 1800 cc,Kenyan Used,Automatic,
11,https://pictures-kenya.jijistatic.com/32066627_MzAwLTMwMC1mNDY2MWYwNWUw.webp,Mazda Axela 2014 SV Premium Red,"KSh 1,600,000"," Kiambu, Kiambu / Kiambu ",Fully loaded 2014 axela 2000cc petrol engine,Foreign Used,Automatic,
12,https://pictures-kenya.jijistatic.com/32600654_MzAwLTIyNS01YjNkYTNiMTIx.webp,Mazda Axela 2015 Blue,"KSh 1,590,000"," Nairobi, Kilimani",axela petrol sedan saloon 2015 57km mint condition,Foreign Used,Automatic,57000km
13,https://pictures-kenya.jijistatic.com/22464096_MzAwLTQwMS02NmY1N2U1YzVj.webp,Mazda Axela 2015 Red,"KSh 1,370,000"," Mombasa, Ganjoni",Hot red fully loaded axela with dash cameras all over.it has dark interior where its very clean....,Foreign Used,Automatic,49881km
14,https://pictures-kenya.jijistatic.com/19178860_MzAwLTIyNS1lNWEwMDkyOWY3.webp,Mazda Axela 2014 Blue,"KSh 1,450,000"," Mombasa, Ganjoni",Axela 2014cash 1.4new number kdc we accept cashhire purchase bank financesacco finance total...,Foreign Used,Automatic,56332km
15,https://pictures-kenya.jijistatic.com/32165157_MzAwLTIyNS04ZjU1YmU2ZTIy.webp,Mazda Axela 2015 Red,"KSh 1,500,000"," Mombasa, Mvita","Clean mazda axela on sale.price ksh 1.5mcash,hire purchase,tradein or bank financing...",Foreign Used,Automatic,63125km
16,https://pictures-kenya.jijistatic.com/27008606_MzAwLTI0MC05NWRhZGM5MjVm.webp,Mazda Axela 2014 SV Premium White,"KSh 1,340,000"," Mombasa, Mombasa CBD",Mazda axelahatchback1500cc,Foreign Used,Automatic,68000km
17,https://pictures-kenya.jijistatic.com/22681692_MzAwLTIyNS00ZGQzOTg4MjIy.webp,Mazda Axela 2014 Black,"KSh 1,380,000"," Mombasa, Mombasa CBD",Axela2014new number kddlow milagealloysnew tyres,Foreign Used,Automatic,60774km
18,https://pictures-kenya.jijistatic.com/28102215_MzAwLTQ1NS0yYTVkNmMwM2Yw.webp,Mazda Axela 2014 SV Premium Red,"KSh 1,500,000"," Mombasa, Mombasa CBD","Mazda axela, saloon,1500cc,petrol,redwine colour,Fully loaded",Foreign Used,Automatic,136000km
19,https://pictures-kenya.jijistatic.com/28180218_MzAwLTIyNS0xMDA2NTAxYmEy.webp,Mazda Axela SV Premium 2014 Pearl,"KSh 1,500,000"," Nairobi, Kilimani",Mazda axela20141490cc,Foreign Used,Automatic,
20,https://pictures-kenya.jijistatic.com/32503002_MzAwLTIyNS05NmI5Y2UxZDI4.webp,Mazda Axela 2015 Gray,"KSh 1,580,000"," Nairobi, Kilimani",mazda axela sedan 2015 with full spec 1500cc petrol,Foreign Used,Automatic,94000km
21,https://pictures-kenya.jijistatic.com/33732407_MzAwLTIyNS0wNjJjZjc0MmM2.webp,Mazda Axela 2015 Blue,"KSh 1,650,000"," Nairobi, Kilimani",Mazda axela20151490ccdark blue colour up head display,Foreign Used,Automatic,
22,https://pictures-kenya.jijistatic.com/34433258_MzAwLTIyNS0wMWZjNmJhNDU4.webp,Mazda Axela 2015 Gray,"KSh 1,600,000"," Nairobi, Kilimani",Clean fully loaded mazda axela with alloy rims controls on steering wheel in very good condition,Foreign Used,Automatic,149000km
23,https://pictures-kenya.jijistatic.com/34059857_MzAwLTIyNS04YTZhYmM1MzY3.webp,Mazda Axela SV Premium 2014 Black,"KSh 1,380,000"," Nairobi, Ridgeways","Mazda axella sleek, petrolcall071*********",Kenyan Used,Automatic,95421km
24,https://pictures-kenya.jijistatic.com/34575766_MzAwLTIyNS0xM2JhNDM5OGM5.webp,Mazda Axela SV Premium 2014 Blue,"KSh 1,450,000"," Nairobi, Lavington",2014 model :: Hatchback ::1500cc :: Alloy wheels :: Automatic transmission :: In mint condition ,Kenyan Used,Automatic,98000km
25,https://pictures-kenya.jijistatic.com/21355176_MzAwLTIyNS1mZDY1MWZjNWEz.webp,Mazda Axela 2014 Blue,"KSh 1,450,000"," Mombasa, Mombasa CBD",Exceptionally clean year 2014 mazda axela new shape on sale.,Foreign Used,Automatic,95805km
26,https://pictures-kenya.jijistatic.com/12561728_img-20200917-134521-4_300x225.webp,Mazda Axela 2014 SV Premium Beige,"KSh 1,450,000"," Mombasa, Mvita",Mazda axela hatchback fully loaded car.We accept cash bank and hp terms,Foreign Used,Automatic,87652km
27,https://pictures-kenya.jijistatic.com/32324622_MzAwLTIyNS1mMjFiNjI1MGU3LTE.webp,Mazda Axela 2015 Black,"KSh 1,620,000"," Nairobi, Ridgeways","Mazda axela:- 2015 model, 1500cc, fog lights, alloy rims, steering controls, dvd screen/usb port,...",Foreign Used,Automatic,62000km
28,https://pictures-kenya.jijistatic.com/19912958_MzAwLTIyNS04MGRkNTFkN2Y3.webp,Mazda Axela 2014 Brown,"KSh 1,450,000"," Mombasa, Mombasa CBD",Mazda axela manual petrol fully loaded with fog lights and low mileage... we accept cash and hp...,Foreign Used,Manual,96325km
29,https://pictures-kenya.jijistatic.com/25809115_MzAwLTIyNS00MGEyYTdiOTM5.webp,Mazda Axela 2015 Burgandy,"KSh 1,400,000"," Mombasa, Mombasa CBD",2015new shapeit has alloysfogsdark interior 1800cccall me,Foreign Used,Automatic,96000km
30,https://pictures-kenya.jijistatic.com/28089452_MzAwLTIyNS02OTllNGFkZTc1.webp,Mazda Axela 2014 SV Premium Red,"KSh 1,500,000"," Mombasa, Mombasa CBD","Clean mazda axela on sale.cash,hire purchase, trade-in or bank financing accepted.",Foreign Used,Automatic,63125km
31,https://pictures-kenya.jijistatic.com/32463361_MzAwLTIzMy1jMjI4ODdmZTlk.webp,Mazda Axela 2014 SV Premium White,"KSh 1,365,000"," Nairobi, Ridgeways",Mazda Axela 2014 1500cc Fully loaded/ push to start// very new tyres/ reverse camera/ 9 INCH Android...,Foreign Used,Automatic,108000km
32,https://pictures-kenya.jijistatic.com/33060184_MzAwLTIyNS00NjM5N2ViOWRh.webp,Mazda Axela 2013 White,"KSh 1,050,000"," Nairobi, Karen","Mazda axela 2009,auto,1500cc,fabric interior buy and drive",Kenyan Used,Automatic,
33,https://pictures-kenya.jijistatic.com/25557350_MzAwLTIyNS1iMDJjY2RkZDQ3.webp,Mazda Axela 2015 Red,"KSh 1,350,000"," Mombasa, Mombasa CBD",Mazda axela new shape available we accept deposit from 50% balance 20-30 month call for more details,Foreign Used,Automatic,67000km
34,https://pictures-kenya.jijistatic.com/28250251_MzAwLTQwMC1lMzYxYjU4MDlh.webp,Mazda Axela 2014 SV Premium Red,"KSh 1,480,000"," Mombasa, Mombasa CBD",Mazda axela saloon fully loaded with low mileage,Foreign Used,Automatic,63857km
35,https://pictures-kenya.jijistatic.com/27398260_MzAwLTIyNS1iM2ZiODQwYWYy.webp,Mazda Axela 2014 Red,"KSh 1,380,000"," Mombasa, Mombasa CBD",2014new shapecash deal 1400000new numberKDE dark interior new shape,Foreign Used,Automatic,65000km
36,https://pictures-kenya.jijistatic.com/8302034_fb-img-1587724861794_300x225.webp,Mazda Axela 2014 Black,"KSh 1,450,000"," Mombasa, Mvita","Exceptionally clean Mazda axela year 2014, showroom unit.Cash,hire purchase or bank financing...",Foreign Used,Automatic,46123km
37,https://pictures-kenya.jijistatic.com/32203022_MzAwLTIyNS1kZWM4ZDU2ODY0.webp,Mazda Axela 2015 Red,"KSh 1,400,000"," Mombasa, Mombasa CBD",5 seaterred in colourdiesel engine super cleanfront wheel drivehire purchase accepted bank...,Foreign Used,Automatic,
38,https://pictures-kenya.jijistatic.com/22176470_MzAwLTIyNS0zM2ExYjJhYWVh.webp,Mazda Axela 2015 Blue,"KSh 1,400,000"," Mombasa, Mombasa CBD",2015navy bluefully loadedon hire purchase deposit 800 balance 15 monthsfree food and...,Foreign Used,Automatic,50000km
39,https://pictures-kenya.jijistatic.com/34041342_MzAwLTIyNS03ODU5MjViYzc3.webp,Mazda Axela 2011 Gray,"KSh 800,000"," Nairobi, Parklands/Highridge","Mazda axela,1500cc,2wd,dark interior,alloy rims,very neat.",Kenyan Used,Automatic,96000km
40,https://pictures-kenya.jijistatic.com/33277000_MzAwLTIyNS05MTQzNTljOWFm.webp,Mazda Axela 2015 Blue,"KSh 1,650,000"," Nairobi, Ridgeways",2015 model 1500cc mazdq axela KDH fully loaded,Foreign Used,Automatic,
41,https://pictures-kenya.jijistatic.com/33481844_MzAwLTIyNS1kOWRkMDlhMGY5.webp,Mazda Axela 2015 Blue,"KSh 1,630,000"," Nairobi, Ridgeways","Mazda axela sport 2015 1500cc blue with heads up display.reverse camera, alloy rims.",Foreign Used,Automatic,
42,https://pictures-kenya.jijistatic.com/33877131_MzAwLTIyNS1lZTc3NzUyOGUz.webp,Mazda Axela 2015 Red,"KSh 1,630,000"," Nairobi, Ridgeways",Mazda axela hatchback wine red 2015-red-2015,Foreign Used,Automatic,
43,https://pictures-kenya.jijistatic.com/32220813_MzAwLTIyNS02YjA4ZDhmOTY5.webp,Mazda Axela 2014 SV Premium White,"KSh 1,670,000"," Nairobi, Kilimani",Mazda Axela Fully loaded in good condition accident free mileage very low with extras alloy rims...,Foreign Used,Automatic,98185km
44,https://pictures-kenya.jijistatic.com/34974319_MzAwLTIyNS0yY2ZlOGVjODE3.webp,Mazda Axela 2015 Black,"KSh 1,750,000"," Mombasa, Ganjoni",Mazda axela new shape in showroom now call us today and  balance in 15months,Foreign Used,Automatic,64859km
45,https://pictures-kenya.jijistatic.com/16247758_img-20210113-wa0998_300x225.webp,Mazda Axela 2014 Red,"KSh 1,350,000"," Mombasa, Mvita",Full-blooded machine with sports rims and low mileage. we also accept both cash and hire purchase....,Foreign Used,Automatic,56332km
46,https://pictures-kenya.jijistatic.com/32224703_MzAwLTIyNS05YTdjZTI3ODI4.webp,Mazda Axela 2014 SV Premium Pearl,"KSh 1,350,000"," Mombasa, Mombasa CBD",axela hatchback petrol engine5 seaterfog lightshire purchase accepted bank financing accepted,Foreign Used,Automatic,
47,https://pictures-kenya.jijistatic.com/32849262_MzAwLTIyNS00ZDgzNjlkMWMx.webp,Mazda Axela 2015 Red,"KSh 1,550,000"," Mombasa, Mombasa CBD",Fully loaded Mazda sports... cash and hp terms accepted,Foreign Used,Automatic,89632km
48,https://pictures-kenya.jijistatic.com/21086558_MzAwLTIyNS0wZGIwNjU1MTFm.webp,Mazda Axela 2015 Blue,"KSh 1,350,000"," Mombasa, Shimanzi",Mazda axela hatch back new shape we sell on cash hirepurchase and bank finance for hirepurchase we...,Foreign Used,Automatic,
49,https://pictures-kenya.jijistatic.com/28167135_MzAwLTQ4NC03YmM3Mzg5YThi.webp,Mazda Axela 2014 White,"KSh 1,450,000"," Mombasa, Mombasa CBD",Mazda axela saloon fully loaded,Foreign Used,Automatic,98001km
50,https://pictures-kenya.jijistatic.com/26663398_MzAwLTIyNS00YTZlNTNlM2Jk.webp,Mazda Axela 2014 Blue,"KSh 1,650,000"," Mombasa, Mombasa CBD",Axela newshape manualnew numberkde*,Foreign Used,Manual,96000km
51,https://pictures-kenya.jijistatic.com/34958727_MzAwLTIyNS02MGRjMTFkY2E1.webp,Mazda Axela 2015 Red,"KSh 1,495,000"," Mombasa, Mombasa CBD","Fully loaded with alloyrims dvd vcd player reverse camera,dark interior",Foreign Used,Automatic,97000km
52,https://pictures-kenya.jijistatic.com/28166983_MzAwLTQwMC1hYTVhODI1NTgy.webp,Mazda Axela 2015 Red,"KSh 1,550,000"," Mombasa, Mombasa CBD",Mazda axela saloon fully loaded low mileage,Foreign Used,Automatic,59687km
53,https://pictures-kenya.jijistatic.com/28167029_MzAwLTIyNS1iMTQ2YWYwNDE4.webp,Mazda Axela 2015 Gray,"KSh 1,480,000"," Mombasa, Mombasa CBD",Mazda axela saloon grey in colour fully loaded with low mileage,Foreign Used,Automatic,89898km
54,https://pictures-kenya.jijistatic.com/21435907_MzAwLTIyNS1kMTZmOGJmNjFj.webp,Mazda Axela 2014 Silver,"KSh 1,400,000"," Mombasa, Ganjoni",Cash 1.42015fully loaded we accept cash and hire purchase  call ,Foreign Used,Automatic,60000km
55,https://pictures-kenya.jijistatic.com/27374843_MzAwLTQwMC00YWE1NmZlMTg1.webp,Mazda Axela 2015 Green,"KSh 1,330,000"," Mombasa, Mombasa CBD",Toyota alexanew shapefogs alloyscash 1350000,Foreign Used,Automatic,88000km
56,https://pictures-kenya.jijistatic.com/26410147_MzAwLTQwMC1mNzRmNTRiNWY5.webp,Mazda Axela 2014 Black,"KSh 1,340,000"," Mombasa, Mombasa CBD",2015new shape Bluetooth dvdwififogs alloyscall me,Foreign Used,Automatic,70665km
57,https://pictures-kenya.jijistatic.com/21435776_MzAwLTIyNC1mYmYwZDRmMGUx.webp,Mazda Axela 2014 Other,"KSh 1,380,000"," Mombasa, Ganjoni",Cash 2015call072*********,Foreign Used,Automatic,70000km
58,https://pictures-kenya.jijistatic.com/34771883_MzAwLTIyNS1lNWJmMjIwZjEw.webp,Mazda Axela 2015 Blue,"KSh 1,595,000"," Nairobi, Nairobi Central","Mazda Axela 1500cc, dark fabric interior, fog lights, original factory alloy rims, superior music...",Foreign Used,Automatic,
59,https://pictures-kenya.jijistatic.com/33462588_MzAwLTIyNS0wZTAxODMxMTc1.webp,Mazda Axela 2015 Pearl,"KSh 1,490,000"," Nairobi, Nairobi Central","Mazda axela 2015 1500cc petrol, dark interior, alloy rims, reverse cam, navigation, power steering...",Foreign Used,Automatic,
60,https://pictures-kenya.jijistatic.com/34001472_MzAwLTEzNS04YzU2N2EzYzli.webp,Mazda Axela 2010 Gray,"KSh 795,000"," Nairobi, Parklands/Highridge","In a neat condition, good tyres,alloy rims, fog lights, dark interior, buy and drive vehicle",Kenyan Used,Automatic,102000km
61,https://pictures-kenya.jijistatic.com/34040495_MzAwLTIyNS0zZDJjOTFkYTE5.webp,Mazda Axela 2015 Gray,"KSh 1,650,000"," Nairobi, Kilimani",Mazda axela skyactiv engine2015full packagemultimedia steering original mazda multimedia...,Foreign Used,Automatic,
62,https://pictures-kenya.jijistatic.com/33503253_MzAwLTIyNS04ZTU4OTI0ZmZk.webp,Mazda Axela 2015,"KSh 1,700,000"," Nairobi, Nairobi Central","2015 Mazda axela 2200cc diesel/ sunroof/ full body kit/ spoiler/ leather and fabric interior,...",Foreign Used,Automatic,
63,https://pictures-kenya.jijistatic.com/34615780_MzAwLTIyNS03Y2ExNDQzZWQ0.webp,Mazda Axela 2015 Blue,"KSh 1,700,000"," Mombasa, Ganjoni",Mazda axela 2015 model 1500ccfully loaded,Foreign Used,Automatic,
64,https://pictures-kenya.jijistatic.com/33829094_MzAwLTIyNS1lYTVkMTViNzk2.webp,Mazda Axela 2015 Off White,"KSh 1,650,000"," Nairobi, Nairobi Central","Mazda axela 2000cc petrol 2015. Extremely clean, new alloys and tyres, upgraded interior!!",Foreign Used,Automatic,
65,https://pictures-kenya.jijistatic.com/32025712_MzAwLTIyNS05NmZhNzJkOGZh.webp,Mazda Axela 2014 Burgandy,"KSh 1,400,000"," Mombasa, Mombasa CBD","New Arrivals.Mazda Axela Red Color, Saloon.Fully loaded car with extra features.Available on...",Foreign Used,Automatic,
66,https://pictures-kenya.jijistatic.com/34481306_MzAwLTIwMC0xYmY5MmI2NzAw.webp,Mazda Axela 2015 Blue,"KSh 1,750,000"," Nairobi, Ridgeways",2015 mazda axela sports version  with surooof specs 2015 model // 2200cc // diesel // auto // dark...,Foreign Used,Automatic,78420km
67,https://pictures-kenya.jijistatic.com/33114741_MzAwLTIyNS0xYzQ2YjNkMjU4LTE.webp,Mazda Axela 2015 White,"KSh 1,680,000"," Nairobi, Ridgeways","Mazda axela 2015 model, hatchback, 2000cc, dvd screen, reverse camera, double steering controls,...",Foreign Used,Automatic,
68,https://pictures-kenya.jijistatic.com/26410041_MzAwLTIzNi1iNTY0NDQzMTdl.webp,Mazda Axela 2014 White,"KSh 1,340,000"," Mombasa, Mombasa CBD",Cash 1340000New shapenew number5 seaterdark interioralloys new tyres call me,Foreign Used,Automatic,70000km
69,https://pictures-kenya.jijistatic.com/22177348_MzAwLTIyNS1mNGQ0NDhkZjll.webp,Mazda Axela 2015 Other,"KSh 1,400,000"," Mombasa, Mombasa CBD", rimsfog lightnew tyres2015low mileageon hire purchase deposit 800 balance 12 monthscall...,Foreign Used,Automatic,60000km
70,https://pictures-kenya.jijistatic.com/21088222_MzAwLTIyNS1hN2E5NDkyZDFl.webp,Mazda Axela 2015 Gray,"KSh 1,400,000"," Mombasa, Shimanzi",New shape mazda axela saloon we sell on cash hirepurchase and bank finance for hirepurchase we take...,Foreign Used,Automatic,
71,https://pictures-kenya.jijistatic.com/31940434_MzAwLTIyNS1mZjU1MTg1MzEz.webp,Mazda Axela 2015 Black,"KSh 1,450,000"," Mombasa, Ganjoni","Clean mazda axela on sale,price ksh 1.450mcash,hire purchase,tradein or bank financing...",Foreign Used,Automatic,63125km
72,https://pictures-kenya.jijistatic.com/26739655_MzAwLTIyNS1mOGYzMTAyMTgx.webp,Mazda Axela 2015 Pearl,"KSh 1,450,000"," Mombasa, Mombasa CBD",Mazda axela new shape saloon car fully loaded car with low mileage new number,Foreign Used,Automatic,45723km
73,https://pictures-kenya.jijistatic.com/30555132_MzAwLTIyNS1hZWIxNTZiZDNm.webp,Mazda Axela 2014 SV Premium,"KSh 1,600,000"," Mombasa, Mombasa CBD",1500ccdiesel enginered exteriordark interior,Foreign Used,Automatic,48000km
74,https://pictures-kenya.jijistatic.com/21435490_MzAwLTQwMC02MTc3ODAyOWQy.webp,Mazda Axela 2015 Silver,"KSh 1,450,000"," Mombasa, Ganjoni",2015low mileage call for more information,Foreign Used,Automatic,80000km
